feature	importance
amot	0.0005434684136173255
lpa	0.000542421528053344
serpinb8	0.0005403593347235753
defb118	0.0005397543375555296
rida	0.000539658438120852
amy2a	0.0005390298703198937
pspn	0.0005389570809237468
cgref1	0.0005387793266490017
agrp	0.0005383587138941227
lrp11	0.0005371907432072327
apod	0.0005334961909377948
crisp3	0.0005326991248807887
hgfac	0.0005323040625237235
fam3b	0.0005311464768394685
tcp11	0.0005297860673586989
klk3	0.0005295551496926343
boc	0.0005274573821742043
gusb	0.0005269606704353002
pla2g10	0.0005268210238534756
gtf2ird1	0.0005260790102622009
pglyrp2	0.0005252294498004298
serpini2	0.0005246580654789451
cpvl	0.0005241151617215875
proc	0.0005240587710496123
il17rb	0.000523921477741773
mansc1	0.000523765163990054
folr3	0.0005228536747560644
mbl2	0.0005213184866519534
spink1	0.0005200679486281971
tspan8	0.0005194322577780852
wnt9a	0.0005189636079996563
bmp10	0.000518843846433752
icam5	0.0005169307893606751
nme3	0.0005133124568615248
tppp2	0.0005132881158726091
amigo2	0.0005127082654410836
tcl1a	0.0005109826839388491
dusp29	0.0005069760007291363
eda2r	0.0005063610709539303
clec5a	0.0005048316632245369
thbs4	0.0005037836607549944
tnfrsf10a	0.0005037046806357117
plin1	0.00050357772325585
chad	0.0005034569064024484
dgkz	0.000503245665523455
smpdl3b	0.0005018091990826691
vtcn1	0.0005010658103136238
angpt2	0.0004997079958780247
vstm2b	0.0004991318644599165
ptp4a3	0.0004979694176999027
fcrl1	0.0004966987178084163
ces2	0.000494830012245453
hif1a	0.0004948074238730629
smpdl3a	0.0004936139300520889
slc4a1	0.0004930101589472149
cntn4	0.000492539323150407
lif	0.0004923797537042501
tpk1	0.0004915601344108767
il1b	0.0004910861656607451
smpd1	0.0004910453688597107
vegfa	0.0004889878307233629
cdan1	0.0004869896206574517
luzp2	0.00048641091599316234
pvr	0.0004859363562193192
timd4	0.00048449923074250843
fcgr2a	0.0004829392588713845
pcsk7	0.0004811041278748505
cd6	0.0004806955309455498
spink4	0.00048021446633781875
sdc4	0.00047979852330433625
pros1	0.00047918061167049404
il22	0.0004780830237887656
fgfr2	0.0004772322390291297
prr4	0.0004769342005204696
col24a1	0.00047534234407056085
tspan1	0.0004730938449384573
sbsn	0.00047264637116594657
vegfd	0.0004721808443800822
cxcl9	0.0004718708167314612
tnfsf12	0.0004716615269416985
fcrl3	0.0004705442097076767
crtac1	0.000470341730190904
itih3	0.00047016951323930836
cntnap2	0.00046979925084534175
adamts8	0.00046967716880765627
matn2	0.0004689680908526095
ctsc	0.0004668589959903788
il2rb	0.00046433384815616237
fga	0.00046346225394298474
treh	0.00046249269185006373
serpina11	0.00046086665278173816
hs3st3b1	0.00046071956325498216
jchain	0.0004591788600480775
lpl	0.0004591147750067386
c3	0.0004587348140499261
rac3	0.00045625502386839655
fap	0.00045613677769255467
sfrp4	0.00045563435028355933
kir3dl1	0.00045522135157492836
nrcam	0.0004550906771141889
tff1	0.00045466657603436924
fgf6	0.0004542238386349192
gga1	0.000454085005082501
frzb	0.0004529560365868167
apcs	0.0004524944632123859
serpina12	0.00045133302244939537
cfc1	0.00045055896762298466
psmd9	0.0004501283835103631
cd3g	0.00044975949310454113
il17ra	0.0004484180329528901
ddx53	0.00044782333291248997
rbp1	0.0004471427489222778
ahnak2	0.0004455208578127176
il18bp	0.00044406666733168455
ceacam20	0.0004433265437692693
ank2	0.0004424915497622688
kirrel2	0.0004424637952830157
scarb2	0.00044200851436713225
jun	0.0004411230437576256
scgb1a1	0.0004404681181197399
lpo	0.00044029619447005525
lamp2	0.0004402825813319126
micb_mica	0.0004391235798382679
il13	0.0004381604064665658
pcdh1	0.00043656409447775224
megf9	0.00043591590824634585
il2	0.000435886679649621
epcam	0.0004358492938541557
lrg1	0.0004357307040443188
dcc	0.0004356270393335492
eif5a	0.00043541013232221585
btd	0.0004351394265616474
pdcd6	0.0004350232269944284
itga11	0.0004333238306347147
col15a1	0.0004332727349234251
enpp5	0.0004326269685485515
fabp4	0.00043118750205274094
mrpl52	0.00043110533240833674
gipr	0.0004309467439776047
pnpt1	0.0004308634904316457
wif1	0.0004301191323692432
crhbp	0.00043011051820137573
vwc2	0.00042952972011513555
morf4l2	0.00042894405165616427
ifngr2	0.0004289209370428615
gal	0.00042796220292193305
cd276	0.00042794636502398214
arnt	0.00042713645598013364
erbb4	0.00042431444754509724
bpifb1	0.00042340184033609
ahnak	0.0004228342438514679
timp4	0.00042221492699561815
gpd1	0.0004220642417852281
terf1	0.00042184756293604244
tnfrsf11a	0.0004217750138229809
hbq1	0.0004192157473578913
amfr	0.0004190608192814276
ctss	0.0004190537158975312
fcgr3b	0.0004189649646074007
cyth3	0.0004188548061362434
slit2	0.0004187324556559603
clec4c	0.0004180379342813981
tnfrsf4	0.00041665466562080194
adamtsl2	0.00041639535746751497
icam1	0.00041620262141949763
dner	0.0004159973967377776
spring1	0.0004159354401106776
tnfsf13b	0.00041549018249640836
fgfbp2	0.0004150324480917365
sag	0.0004148248091828669
cst5	0.0004144779851895314
